itm_no_item|无 效 项 目 
itm_gekokujo_eboshi_m_3|官 帽 型 兜 
itm_gekokujo_eboshi_m_3_pl|官 帽 型 兜 
itm_eboshinew|官 帽 型 兜 
itm_eboshinew_pl|官 帽 型 兜 
itm_eboshinew2|官 帽 型 兜 
itm_eboshinew2_pl|官 帽 型 兜 
itm_gekokujo_shinomi_m_1|阿 古 陀 兜 
itm_gekokujo_shinomi_m_1_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_m_2|阿 古 陀 兜 
itm_gekokujo_shinomi_m_2_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_m_3|阿 古 陀 兜 
itm_gekokujo_shinomi_m_3_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_m_ito|阿 古 陀 兜 
itm_gekokujo_shinomi_m_ito_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_m_saito|阿 古 陀 兜 
itm_gekokujo_shinomi_m_saito_pl|阿 古 陀 兜 
itm_gekokujo_shinomi_m_imagawa|阿 古 陀 兜 
itm_gekokujo_shinomi_m_imagawa_pl|阿 古 陀 兜 
itm_gekokujo_zunari_m_1|日 根 野 型 兜 
itm_gekokujo_zunari_m_1_pl|日 根 野 型 兜 
itm_gekokujo_zunari_m_2|日 根 野 型 兜 
itm_gekokujo_zunari_m_2_pl|日 根 野 型 兜 
itm_gekokujo_zunari_m_3|日 根 野 型 兜 
itm_gekokujo_zunari_m_3_pl|日 根 野 型 兜 
itm_spk_m1|日 根 野 型 兜 
itm_spk_m1_pl|日 根 野 型 兜 
itm_spk_m2|日 根 野 型 兜 
itm_spk_m2_pl|日 根 野 型 兜 
itm_spk_m3|日 根 野 型 兜 
itm_spk_m3_pl|日 根 野 型 兜 
itm_zunari_new|日 根 野 型 兜 
itm_zunari_new_pl|日 根 野 型 兜 
itm_zunari_newbr|日 根 野 型 兜 
itm_zunari_newbr_pl|日 根 野 型 兜 
itm_zunari_newred|日 根 野 型 兜 
itm_zunari_newred_pl|日 根 野 型 兜 
itm_zunari_newpr|日 根 野 型 兜 
itm_zunari_newpr_pl|日 根 野 型 兜 
itm_zunari_newsai|日 根 野 型 兜 
itm_zunari_newsai_pl|日 根 野 型 兜 
itm_blueblood_suji_bachi_kabuto_crest1_m_tokugawa|筋 兜 
itm_blueblood_suji_bachi_kabuto_crest1_m_tokugawa_pl|筋 兜 
itm_blueblood_suji_bachi_kabuto_crest1_tokugawa|筋 兜 
itm_blueblood_suji_bachi_kabuto_crest1_tokugawa_pl|筋 兜 
itm_blueblood_suji_bachi_kabuto_crest2_tokugawa|筋 兜 
itm_blueblood_suji_bachi_kabuto_crest2_tokugawa_pl|筋 兜 
itm_gekokujo_kabuto1_crest1_1|筋 兜 
itm_gekokujo_kabuto1_crest1_1_pl|筋 兜 
itm_blueblood_suji_bachi_kabuto_crest1_honganji|筋 兜 
itm_blueblood_suji_bachi_kabuto_crest1_honganji_pl|筋 兜 
itm_gekokujo_kabuto_unique_grey|筋 兜 
itm_gekokujo_kabuto_unique_grey_pl|筋 兜 
itm_aarudakabuto3|筋 兜 
itm_aarudakabuto3_pl|筋 兜 
itm_aaarudakabuto2|筋 兜 
itm_aaarudakabuto2_pl|筋 兜 
itm_gekokujo_kabuto1_h_1|筋 兜 
itm_gekokujo_kabuto1_h_1_pl|筋 兜 
itm_gekokujo_kabuto1_h_2|筋 兜 
itm_gekokujo_kabuto1_h_2_pl|筋 兜 
itm_gekokujo_kabuto1_h_3|筋 兜 
itm_gekokujo_kabuto1_h_3_pl|筋 兜 
itm_gekokujo_kabuto1_m_1|筋 兜 
itm_gekokujo_kabuto1_m_1_pl|筋 兜 
itm_gekokujo_kabuto1_m_2|筋 兜 
itm_gekokujo_kabuto1_m_2_pl|筋 兜 
itm_gekokujo_kabuto1_m_3|筋 兜 
itm_gekokujo_kabuto1_m_3_pl|筋 兜 
itm_gekokujo_kabuto2_h_1|筋 兜 
itm_gekokujo_kabuto2_h_1_pl|筋 兜 
itm_gekokujo_kabuto2_h_2|筋 兜 
itm_gekokujo_kabuto2_h_2_pl|筋 兜 
itm_gekokujo_kabuto2_h_3|筋 兜 
itm_gekokujo_kabuto2_h_3_pl|筋 兜 
itm_gekokujo_kabuto_unique_ashi|筋 兜 
itm_gekokujo_kabuto_unique_ashi_pl|筋 兜 
itm_gekokujo_kabuto2_m_1|筋 兜 
itm_gekokujo_kabuto2_m_1_pl|筋 兜 
itm_gekokujo_kabuto2_m_2|筋 兜 
itm_gekokujo_kabuto2_m_2_pl|筋 兜 
itm_gekokujo_kabuto2_m_3|筋 兜 
itm_gekokujo_kabuto2_m_3_pl|筋 兜 
itm_gekokujo_kabuto3_h_1|阿 古 陀 兜 
itm_gekokujo_kabuto3_h_1_pl|阿 古 陀 兜 
itm_gekokujo_kabuto3_h_2|阿 古 陀 兜 
itm_gekokujo_kabuto3_h_2_pl|阿 古 陀 兜 
itm_gekokujo_kabuto3_h_3|阿 古 陀 兜 
itm_gekokujo_kabuto3_h_3_pl|阿 古 陀 兜 
itm_gekokujo_kabuto3_m_1|阿 古 陀 兜 
itm_gekokujo_kabuto3_m_1_pl|阿 古 陀 兜 
itm_gekokujo_kabuto3_m_2|阿 古 陀 兜 
itm_gekokujo_kabuto3_m_2_pl|阿 古 陀 兜 
itm_gekokujo_kabuto3_m_3|阿 古 陀 兜 
itm_gekokujo_kabuto3_m_3_pl|阿 古 陀 兜 
itm_gekokujo_new_shiia|阿 古 陀 兜 
itm_gekokujo_new_shiia_pl|阿 古 陀 兜 
itm_gekokujo_new_shiib|阿 古 陀 兜 
itm_gekokujo_new_shiib_pl|阿 古 陀 兜 
itm_gekokujo_new_shiic|阿 古 陀 兜 
itm_gekokujo_new_shiic_pl|阿 古 陀 兜 
itm_gekokujo_new_shia|阿 古 陀 兜 
itm_gekokujo_new_shia_pl|阿 古 陀 兜 
itm_gekokujo_new_shia_2|阿 古 陀 兜 
itm_gekokujo_new_shia_2_pl|阿 古 陀 兜 
itm_gekokujo_new_shia_3|阿 古 陀 兜 
itm_gekokujo_new_shia_3_pl|阿 古 陀 兜 
itm_gekokujo_new_shib|阿 古 陀 兜 
itm_gekokujo_new_shib_pl|阿 古 陀 兜 
itm_gekokujo_new_shib_2|阿 古 陀 兜 
itm_gekokujo_new_shib_2_pl|阿 古 陀 兜 
itm_gekokujo_new_shib_3|阿 古 陀 兜 
itm_gekokujo_new_shib_3_pl|阿 古 陀 兜 
itm_gekokujo_new_shic|阿 古 陀 兜 
itm_gekokujo_new_shic_pl|阿 古 陀 兜 
itm_gekokujo_new_shic_2|阿 古 陀 兜 
itm_gekokujo_new_shic_2_pl|阿 古 陀 兜 
itm_gekokujo_new_shic_3|阿 古 陀 兜 
itm_gekokujo_new_shic_3_pl|阿 古 陀 兜 
itm_ssh_kabuto_8|阿 古 陀 兜 
itm_ssh_kabuto_8_pl|阿 古 陀 兜 
itm_ssh_kabuto15|阿 古 陀 兜 
itm_ssh_kabuto15_pl|阿 古 陀 兜 
itm_ssh_kabuto14|阿 古 陀 兜 
itm_ssh_kabuto14_pl|阿 古 陀 兜 
itm_ssh_kabuto9|头 巾 形 兜 
itm_ssh_kabuto9_pl|头 巾 形 兜 
itm_ssh_kabuto11|头 巾 形 兜 
itm_ssh_kabuto11_pl|头 巾 形 兜 
itm_ssh_kabuto_5|阿 古 陀 兜 
itm_ssh_kabuto_5_pl|阿 古 陀 兜 
itm_ssh_kabuto_25|阿 古 陀 兜 
itm_ssh_kabuto_25_pl|阿 古 陀 兜 
itm_ssh_kabuto18|一 之 谷 形 兜 
itm_ssh_kabuto18_pl|一 之 谷 形 兜 
itm_ssh_kabuto19|一 之 谷 形 兜 
itm_ssh_kabuto19_pl|一 之 谷 形 兜 
itm_ssh_kabuto20|一 之 谷 形 兜 
itm_ssh_kabuto20_pl|一 之 谷 形 兜 
itm_ssh_kabuto17|一 之 谷 形 兜 
itm_ssh_kabuto17_pl|一 之 谷 形 兜 
itm_gekokujo_kabuto_nanban_h_1|桃 形 兜 
itm_gekokujo_kabuto_nanban_h_1_pl|桃 形 兜 
itm_gekokujo_kabuto_nanban_h_2|桃 形 兜 
itm_gekokujo_kabuto_nanban_h_2_pl|桃 形 兜 
itm_gekokujo_kabuto_nanban_h_3|桃 形 兜 
itm_gekokujo_kabuto_nanban_h_3_pl|桃 形 兜 
itm_gekokujo_kabuto_nanban_h_4|桃 形 兜 
itm_gekokujo_kabuto_nanban_h_4_pl|桃 形 兜 
itm_gekokujo_kabuto_nanban_h_5|桃 形 兜 
itm_gekokujo_kabuto_nanban_h_5_pl|桃 形 兜 
itm_gekokujo_kabuto_nanban_h_6|桃 形 兜 
itm_gekokujo_kabuto_nanban_h_6_pl|桃 形 兜 
itm_gekokujo_kabuto_nanban_m_1|桃 形 兜 
itm_gekokujo_kabuto_nanban_m_1_pl|桃 形 兜 
itm_gekokujo_kabuto_nanban_m_2|桃 形 兜 
itm_gekokujo_kabuto_nanban_m_2_pl|桃 形 兜 
itm_gekokujo_kabuto_nanban_m_3|桃 形 兜 
itm_gekokujo_kabuto_nanban_m_3_pl|桃 形 兜 
itm_gekokujo_kabuto_nanban_m_4|桃 形 兜 
itm_gekokujo_kabuto_nanban_m_4_pl|桃 形 兜 
itm_gekokujo_kabuto_nanban_m_5|桃 形 兜 
itm_gekokujo_kabuto_nanban_m_5_pl|桃 形 兜 
itm_gekokujo_kabuto_nanban_m_6|桃 形 兜 
itm_gekokujo_kabuto_nanban_m_6_pl|桃 形 兜 
itm_gekokujo_kabuto_nanban_m_11|桃 形 兜 
itm_gekokujo_kabuto_nanban_m_11_pl|桃 形 兜 
itm_gekokujo_kabuto_unique_saito|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_saito_pl|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_saito2|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_saito2_pl|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_saito4|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_saito4_pl|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_saito5|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_saito5_pl|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_imagawa|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_imagawa_pl|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_imagawa2|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_imagawa2_pl|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_imagawa4|将 军 的 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_imagawa4_pl|将 军 的 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_imagawa5|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_imagawa5_pl|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_1|将 军 官 帽 型 兜 
itm_gekokujo_kabuto_unique_1_pl|将 军 官 帽 型 兜 
itm_gekokujo_kabuto_unique_ito|将 军 的 官 帽 型 兜 
itm_gekokujo_kabuto_unique_ito_pl|将 军 的 官 帽 型 兜 
itm_gekokujo_kabuto_unique_ito_2|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_ito_2_pl|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_ito_3|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_ito_3_pl|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_ito_4|将 军 的 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_ito_4_pl|将 军 的 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_ito_5|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_ito_5_pl|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_2|将 军 筋 兜 
itm_gekokujo_kabuto_unique_2_pl|将 军 筋 兜 
itm_gekokujo_kabuto_unique_3|将 军 筋 兜 
itm_gekokujo_kabuto_unique_3_pl|将 军 筋 兜 
itm_gekokujo_kabuto_unique_4|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_4_pl|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_5|将 军 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_5_pl|将 军 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_6|将 军 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_6_pl|将 军 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_7|将 军 官 帽 型 兜 
itm_gekokujo_kabuto_unique_7_pl|将 军 官 帽 型 兜 
itm_gekokujo_kabuto_unique_8|将 军 筋 兜 
itm_gekokujo_kabuto_unique_8_pl|将 军 筋 兜 
itm_gekokujo_kabuto_unique_9|将 军 筋 兜 
itm_gekokujo_kabuto_unique_9_pl|将 军 筋 兜 
itm_gekokujo_kabuto_unique_10|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_10_pl|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_11|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_11_pl|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_12|将 军 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_12_pl|将 军 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_13|将 军 官 帽 型 兜 
itm_gekokujo_kabuto_unique_13_pl|将 军 官 帽 型 兜 
itm_gekokujo_kabuto_unique_14|将 军 筋 兜 
itm_gekokujo_kabuto_unique_14_pl|将 军 筋 兜 
itm_gekokujo_kabuto_unique_15|将 军 筋 兜 
itm_gekokujo_kabuto_unique_15_pl|将 军 筋 兜 
itm_gekokujo_kabuto_unique_16|将 军 筋 兜 
itm_gekokujo_kabuto_unique_16_pl|将 军 筋 兜 
itm_gekokujo_kabuto_unique_17|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_17_pl|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_18|将 军 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_18_pl|将 军 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_19|将 军 官 帽 型 兜 
itm_gekokujo_kabuto_unique_19_pl|将 军 官 帽 型 兜 
itm_gekokujo_kabuto_unique_20|将 军 筋 兜 
itm_gekokujo_kabuto_unique_20_pl|将 军 筋 兜 
itm_gekokujo_kabuto_unique_21|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_21_pl|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_22|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_22_pl|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_23|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_23_pl|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_24|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_24_pl|将 军 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_25|将 军 桃 型 兜 
itm_gekokujo_kabuto_unique_25_pl|将 军 桃 型 兜 
itm_gekokujo_kabuto_unique_26|将 军 桃 型 兜 
itm_gekokujo_kabuto_unique_26_pl|将 军 桃 型 兜 
itm_gekokujo_kabuto_unique_27|将 军 桃 型 兜 
itm_gekokujo_kabuto_unique_27_pl|将 军 桃 型 兜 
itm_gekokujo_kabuto_unique_28|将 军 桃 型 兜 
itm_gekokujo_kabuto_unique_28_pl|将 军 桃 型 兜 
itm_gekokujo_kabuto_unique_29|将 军 桃 型 兜 
itm_gekokujo_kabuto_unique_29_pl|将 军 桃 型 兜 
itm_gekokujo_kabuto_unique_30|将 军 桃 型 兜 
itm_gekokujo_kabuto_unique_30_pl|将 军 桃 型 兜 
itm_ssh_kabut_koz|将 军 的 阿 古 坨 兜 
itm_ssh_kabut_koz_pl|将 军 的 阿 古 坨 兜 
itm_gekokujo_shinomi_brr|将 军 的 阿 古 坨 兜 
itm_gekokujo_shinomi_brr_pl|将 军 的 阿 古 坨 兜 
itm_gekokujo_shinomi_brr2|将 军 的 阿 古 坨 兜 
itm_gekokujo_shinomi_brr2_pl|将 军 的 阿 古 坨 兜 
itm_gekokujo_shinomi_brr3|一 之 谷 形 兜 
itm_gekokujo_shinomi_brr3_pl|一 之 谷 形 兜 
itm_gekokujo_new_kabuto_unique_1|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_1_pl|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_2|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_2_pl|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_3|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_3_pl|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_4|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_4_pl|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_5|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_5_pl|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_6|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_6_pl|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_7|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_7_pl|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_8|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_8_pl|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_9|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_9_pl|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_10|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_10_pl|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_11|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_11_pl|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_12|将 军 的 头 盔 
itm_gekokujo_new_kabuto_unique_12_pl|将 军 的 头 盔 
itm_arudakozkab2|将 军 的 头 盔 
itm_arudakozkab2_pl|将 军 的 头 盔 
itm_arudakozkab|将 军 的 头 盔 
itm_arudakozkab_pl|将 军 的 头 盔 
itm_dajiangheikui|将 军 的 阿 古 坨 兜 
itm_dajiangheikui_pl|将 军 的 阿 古 坨 兜 
itm_arudazunari3|将 军 的 根 日 野 型 兜 
itm_arudazunari3_pl|将 军 的 根 日 野 型 兜 
itm_arudazunari5|将 军 的 根 日 野 型 兜 
itm_arudazunari5_pl|将 军 的 根 日 野 型 兜 
itm_baijiakui|将 军 的 官 帽 型 兜 
itm_baijiakui_pl|将 军 的 官 帽 型 兜 
itm_ssh_kabuto_6|将 军 的 阿 古 坨 兜 
itm_ssh_kabuto_6_pl|将 军 的 阿 古 坨 兜 
itm_ssh_kabuto_4|将 军 的 阿 古 坨 兜 
itm_ssh_kabuto_4_pl|将 军 的 阿 古 坨 兜 
itm_ssh_kabuto_3|将 军 的 阿 古 坨 兜 
itm_ssh_kabuto_3_pl|将 军 的 阿 古 坨 兜 
itm_ssh_kabuto13|将 军 的 阿 古 坨 兜 
itm_ssh_kabuto13_pl|将 军 的 阿 古 坨 兜 
itm_ssh_kabuto12|将 军 的 阿 古 坨 兜 
itm_ssh_kabuto12_pl|将 军 的 阿 古 坨 兜 
itm_gekokujo_eboshi_m_11|将 军 的 官 帽 型 兜 
itm_gekokujo_eboshi_m_11_pl|将 军 的 官 帽 型 兜 
itm_gekokujo_eboshi_m_12|将 军 的 官 帽 型 兜 
itm_gekokujo_eboshi_m_12_pl|将 军 的 官 帽 型 兜 
itm_gekokujo_eboshi_m_13|将 军 的 官 帽 型 兜 
itm_gekokujo_eboshi_m_13_pl|将 军 的 官 帽 型 兜 
itm_gekokujo_eboshi_m_14|将 军 的 官 帽 型 兜 
itm_gekokujo_eboshi_m_14_pl|将 军 的 官 帽 型 兜 
itm_gekokujo_eboshi_m_15|将 军 的 官 帽 型 兜 
itm_gekokujo_eboshi_m_15_pl|将 军 的 官 帽 型 兜 
itm_horned_helm|将 军 的 阿 古 坨 兜 
itm_horned_helm_pl|将 军 的 阿 古 坨 兜 
itm_bear_helm|熊 形 兜 
itm_bear_helm_pl|熊 形 兜 
itm_red_helm|将 军 的 阿 古 坨 兜 
itm_red_helm_pl|将 军 的 阿 古 坨 兜 
itm_black_helm|将 军 的 桃 形 兜 
itm_black_helm_pl|将 军 的 桃 形 兜 
itm_brown_helm|将 军 的 桃 形 兜 
itm_brown_helm_pl|将 军 的 桃 形 兜 
itm_bunroku_zunari_o_h_3_1|将 军 的 日 野 根 型 兜 
itm_bunroku_zunari_o_h_3_1_pl|将 军 的 日 野 根 型 兜 
itm_gekokujo_kabuto_unique_33|将 军 的 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_33_pl|将 军 的 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_32|将 军 的 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_32_pl|将 军 的 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_31|将 军 的 阿 古 坨 兜 
itm_gekokujo_kabuto_unique_31_pl|将 军 的 阿 古 坨 兜 
itm_gekokujo_kabuto_ar2|将 军 的 阿 古 坨 兜 
itm_gekokujo_kabuto_ar2_pl|将 军 的 阿 古 坨 兜 
itm_horned_helm_3|将 军 的 阿 古 坨 兜 
itm_horned_helm_3_pl|将 军 的 阿 古 坨 兜 
itm_ito_kawari|将 军 的 阿 古 坨 兜 
itm_ito_kawari_pl|将 军 的 阿 古 坨 兜 
itm_saito_kawari|将 军 的 阿 古 坨 兜 
itm_saito_kawari_pl|将 军 的 阿 古 坨 兜 
itm_gekokujo_eboshi_h_long1|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long1_pl|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long2|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long2_pl|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long3|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long3_pl|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_imagawa_long|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_imagawa_long_pl|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_saito_long|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_saito_long_pl|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_ito_long|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_ito_long_pl|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_purple|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_purple_pl|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_yel|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_yel_pl|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_yel2|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_yel2_pl|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_saito|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_saito_pl|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_saito2|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_saito2_pl|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_gr|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_gr_pl|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_gr2|长 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_gr2_pl|长 乌 帽 子 兜 
itm_samuraihelm11|星 兜 
itm_samuraihelm11_pl|星 兜 
itm_samurhelmb|星 兜 
itm_samurhelmb_pl|星 兜 
itm_samurhelmb1|星 兜 
itm_samurhelmb1_pl|星 兜 
itm_samurhelmb2|星 兜 
itm_samurhelmb2_pl|星 兜 
itm_samurhelmb3|星 兜 
itm_samurhelmb3_pl|星 兜 
itm_samurhelmb4|星 兜 
itm_samurhelmb4_pl|星 兜 
itm_tada|多 田 满 赖 盔 
itm_tada_pl|多 田 满 赖 盔 
itm_akechikab|明 智 盔 
itm_akechikab_pl|明 智 盔 
itm_samurtakeda|武 田 信 玄 盔 
itm_samurtakeda_pl|武 田 信 玄 盔 
itm_samuraruda1|星 兜 
itm_samuraruda1_pl|星 兜 
itm_samurred|星 兜 
itm_samurred_pl|星 兜 
itm_samurhelma|星 兜 
itm_samurhelma_pl|星 兜 
itm_samuraihelm|星 兜 
itm_samuraihelm_pl|星 兜 
itm_samuraikabutoblack|星 兜 
itm_samuraikabutoblack_pl|星 兜 
itm_samuraikabuto|星 兜 
itm_samuraikabuto_pl|星 兜 
itm_samuraikabut|星 兜 
itm_samuraikabut_pl|星 兜 
itm_samurblack|星 兜 
itm_samurblack_pl|星 兜 
itm_samurkab|星 兜 
itm_samurkab_pl|星 兜 
itm_samuraruda|星 兜 
itm_samuraruda_pl|星 兜 
itm_hashiba|秀 吉 盔 
itm_hashiba_pl|秀 吉 盔 
itm_toyotomi1|秀 吉 盔 
itm_toyotomi1_pl|秀 吉 盔 
itm_arudasun|秀 吉 盔 
itm_arudasun_pl|秀 吉 盔 
itm_honda_tadakatsu_kabuto|本 多 忠 胜 盔 
itm_honda_tadakatsu_kabuto_pl|本 多 忠 胜 盔 
itm_ishidazunari2|石 田 盔 
itm_ishidazunari2_pl|石 田 盔 
itm_gekokujo_kabuto_masamune|政 宗 盔 
itm_gekokujo_kabuto_masamune_pl|政 宗 盔 
itm_aruda_shino|牛 角 阿 古 坨 兜 
itm_aruda_shino_pl|牛 角 阿 古 坨 兜 
itm_gekokujo_shinomi_blu|牛 角 阿 古 坨 兜 
itm_gekokujo_shinomi_blu_pl|牛 角 阿 古 坨 兜 
itm_gekokujo_shinomi_blu2|兜 盔 
itm_gekokujo_shinomi_blu2_pl|兜 盔 
itm_gekokujo_shinomi_blu3|兜 盔 
itm_gekokujo_shinomi_blu3_pl|兜 盔 
itm_uesugizunari|谦 信 盔 
itm_uesugizunari_pl|谦 信 盔 
itm_uesugizunari2|阿 古 坨 兜 
itm_uesugizunari2_pl|阿 古 坨 兜 
itm_uesugizunari3|阿 古 坨 兜 
itm_uesugizunari3_pl|阿 古 坨 兜 
itm_uesugizunari4|阿 古 坨 兜 
itm_uesugizunari4_pl|阿 古 坨 兜 
itm_sanada_kabuto|阿 古 坨 兜 
itm_sanada_kabuto_pl|阿 古 坨 兜 
itm_sanada_kabuto2|阿 古 坨 兜 
itm_sanada_kabuto2_pl|阿 古 坨 兜 
itm_deer_helm|真 田 盔 
itm_deer_helm_pl|真 田 盔 
itm_red_helm5|井 伊 直 政 阿 古 陀 兜 
itm_red_helm5_pl|井 伊 直 政 阿 古 陀 兜 
itm_gekokujo_eboshi_h_long_spec|加 藤 清 正 乌 帽 子 兜 
itm_gekokujo_eboshi_h_long_spec_pl|加 藤 清 正 乌 帽 子 兜 
itm_arudakabuto1|金 大 名 盔 
itm_arudakabuto1_pl|金 大 名 盔 
itm_arudakabuto2|黑 大 名 盔 
itm_arudakabuto2_pl|黑 大 名 盔 
itm_arudakabuto3|红 大 名 盔 
itm_arudakabuto3_pl|红 大 名 盔 
itm_otani|黑 半 首 
itm_otani_pl|黑 半 首 
itm_uesugihelm2|头 巾 
itm_uesugihelm2_pl|头 巾 
itm_uesugihelm|头 巾 带 面 颊 
itm_uesugihelm_pl|头 巾 带 面 颊 
itm_nninja_headwrap1|忍 者 面 
itm_nninja_headwrap1_pl|忍 者 面 
itm_arudazunari|德 川 盔 
itm_arudazunari_pl|德 川 盔 
itm_ssh_kabuto27|德 川 盔 
itm_ssh_kabuto27_pl|德 川 盔 
itm_nobunaga_kabuto|织 田 盔 
itm_nobunaga_kabuto_pl|织 田 盔 
